field_1,Join2,GISJOIN,County,Tract,CensusYEAR,STATEA,COUNTY_1,COUNTYA,TRACTA,Census_ID,Total_Resid,OnlyEnglis,Spanish,French,FrenchCreo,Italian,Portuguese,German,Yiddish,OtherWGerm,Scandinavi,Greek,Russian,Polish,SerboCroat,OtherSlavi,Armenian,Persian,Gujarati,Hindi,Urdu,OtherIndic,OtherIndoE,Chinese,Japanese,Korean,MonKhmer,Hmong,Thai,Laotian,Vietnamese,OtherAsian,Tagalog,OtherPacIs,Navajo,OtherAmerI,Hungarian,Arabic,Hebrew,African,OtherOther,P_English,P_Spanish,P_French,P_FrenchCr,P_Italian,P_Portugue,P_German,P_Yiddish,P_OtherWGe,P_Scandina,P_Greek,P_Russian,P_Polish,P_SerboCro,P_OtherSla,P_Armenian,P_Persian,P_Gujarati,P_Hindi,P_Urdu,P_OtherInd,P_OtherI_1,P_Chinese,P_Japanese,P_Korean,P_MonKhmer,P_Hmong,P_Thai,P_Laotian,P_Vietname,P_OtherAsi,P_Tagalog,P_OtherPac,P_Navajo,P_OtherAme,P_Hungaria,P_Arabic,P_Hebrew,P_African,P_OtherOth,LanguageCo
"57","36085016901",G3600850016901,"85","16901","2010","36",Staten Island,"85","16901","Census Tract 169.01, Staten Island","2962","2030","223","10","0","218","0","9","0","0","0","7","34","174","55","0","0","0","0","0","0","22","31","60","0","0","0","0","0","0","0","52","27","0","0","0","0","10","0","0","0",0.69,0.08,0,0,0.07,0,0,0,0,0,0,0.01,0.06,0.02,0,0,0,0,0,0,0.01,0.01,0.02,0,0,0,"0",0,0,0,0.02,0.01,0,"0",0,0,0,0,0,0,"7"
"58","36085017010",G3600850017010,"85","17010","2010","36",Staten Island,"85","17010","Census Tract 170.10, Staten Island","8342","6407","491","0","0","413","0","0","0","0","13","24","20","138","0","67","0","0","0","0","0","14","0","183","0","253","0","0","0","0","0","0","84","0","0","0","0","219","16","0","0",0.77,0.06,0,0,0.05,0,0,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0.02,0,0.03,0,"0",0,0,0,0,0.01,0,"0",0,0,0.03,0,0,0,"7"
"59","36085017300",G3600850017300,"85","17300","2010","36",Staten Island,"85","17300","Census Tract 173, Staten Island","2265","1373","307","12","0","28","0","0","0","0","0","0","11","111","0","0","0","0","11","0","29","21","0","83","0","68","0","0","0","0","36","144","31","0","0","0","0","0","0","0","0",0.61,0.14,0.01,0,0.01,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.01,0.01,0,0.04,0,0.03,0,"0",0,0,0.02,0.06,0.01,0,"0",0,0,0,0,0,0,"7"
"60","36085017600",G3600850017600,"85","17600","2010","36",Staten Island,"85","17600","Census Tract 176, Staten Island","4414","3181","69","0","0","450","0","17","0","0","0","17","314","18","0","0","0","0","0","60","0","0","49","67","0","37","0","0","0","0","0","0","0","0","0","0","0","135","0","0","0",0.72,0.02,0,0,0.1,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.01,0,0,0.01,0.02,0,0.01,0,"0",0,0,0,0,0,0,"0",0,0,0.03,0,0,0,"6"
"61","36085017700",G3600850017700,"85","17700","2010","36",Staten Island,"85","17700","Census Tract 177, Staten Island","7243","4488","67","0","0","666","0","0","24","0","0","88","330","0","61","0","0","0","66","116","48","30","433","300","0","98","0","0","0","0","0","0","80","0","0","0","28","287","33","0","0",0.62,0.01,0,0,0.09,0,0,0,0,0,0.01,0.05,0,0.01,0,0,0,0.01,0.02,0.01,0,0.06,0.04,0,0.01,0,"0",0,0,0,0,0.01,0,"0",0,0,0.04,0,0,0,"7"
"62","36085018701",G3600850018701,"85","18701","2010","36",Staten Island,"85","18701","Census Tract 187.01, Staten Island","1668","1031","156","0","0","47","0","10","0","0","0","0","24","64","0","0","0","0","0","0","0","21","40","44","13","53","0","0","0","0","0","0","34","0","0","0","0","131","0","0","0",0.62,0.09,0,0,0.03,0,0.01,0,0,0,0,0.01,0.04,0,0,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,0,"0",0,0,0,0,0.02,0,"0",0,0,0.08,0,0,0,"9"
"63","36085018702",G3600850018702,"85","18702","2010","36",Staten Island,"85","18702","Census Tract 187.02, Staten Island","7074","4439","443","43","0","180","0","7","9","0","0","10","70","107","0","0","0","0","0","0","0","39","775","309","0","24","0","0","0","0","0","471","97","31","0","0","0","0","20","0","0",0.63,0.06,0.01,0,0.03,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0.01,0.11,0.04,0,0,0,"0",0,0,0,0.07,0.01,0,"0",0,0,0,0,0,0,"7"
"64","36085018901",G3600850018901,"85","18901","2010","36",Staten Island,"85","18901","Census Tract 189.01, Staten Island","5064","3765","267","45","0","150","0","0","0","10","0","74","62","44","0","41","0","0","0","27","51","20","54","16","0","0","0","0","0","0","50","224","67","89","0","0","0","0","8","0","0",0.74,0.05,0.01,0,0.03,0,0,0,0,0,0.01,0.01,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0,0,"0",0,0,0.01,0.04,0.01,0.02,"0",0,0,0,0,0,0,"5"
"65","36085018902",G3600850018902,"85","18902","2010","36",Staten Island,"85","18902","Census Tract 189.02, Staten Island","5004","2914","314","0","0","169","0","8","17","0","0","0","250","92","0","0","0","0","17","38","42","111","158","100","0","97","0","0","0","0","0","363","35","0","0","0","0","100","153","26","0",0.58,0.06,0,0,0.03,0,0,0,0,0,0,0.05,0.02,0,0,0,0,0,0.01,0.01,0.02,0.03,0.02,0,0.02,0,"0",0,0,0,0.07,0.01,0,"0",0,0,0.02,0.03,0.01,0,"12"
"66","36085019700",G3600850019700,"85","19700","2010","36",Staten Island,"85","19700","Census Tract 197, Staten Island","1824","1648","9","10","0","22","0","31","0","0","0","0","0","0","0","0","0","0","0","29","0","0","29","0","0","0","0","0","0","0","0","0","46","0","0","0","0","0","0","0","0",0.9,0,0.01,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0,"0",0,0,0,0,0.03,0,"0",0,0,0,0,0,0,"5"
"67","36085020100",G3600850020100,"85","20100","2010","36",Staten Island,"85","20100","Census Tract 201, Staten Island","3413","2813","356","0","0","103","0","1","0","0","10","0","47","25","0","0","0","0","0","0","0","8","0","19","0","2","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0",0.82,0.1,0,0,0.03,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,"0",0,0,0,0,0.01,0,"0",0,0,0,0,0,0,"3"
"68","36085020700",G3600850020700,"85","20700","2010","36",Staten Island,"85","20700","Census Tract 207, Staten Island","4565","3003","1334","0","0","26","0","16","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","46","0","0","0","24","0","0","0","68","0",0.66,0.29,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,"0",0,0,0,0.01,0,0,"0",0.01,0,0,0,0.01,0,"2"
"69","36085030302",G3600850030302,"85","30302","2010","36",Staten Island,"85","30302","Census Tract 303.02, Staten Island","6152","3471","1666","8","40","141","0","0","0","0","0","35","0","82","0","0","0","0","0","0","128","61","22","157","0","0","0","0","0","0","0","0","153","0","0","0","0","30","0","158","0",0.56,0.27,0,0.01,0.02,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0.02,0.01,0,0.03,0,0,0,"0",0,0,0,0,0.02,0,"0",0,0,0,0,0.03,0,"7"
"70","36085020801",G3600850020801,"85","20801","2010","36",Staten Island,"85","20801","Census Tract 208.01, Staten Island","7727","6541","202","21","0","260","0","0","0","0","0","23","204","0","0","23","0","0","0","0","12","0","38","220","0","142","0","0","0","0","0","0","0","0","0","0","0","16","0","25","0",0.85,0.03,0,0,0.03,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0,0.02,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"6"
"71","36085017008",G3600850017008,"85","17008","2010","36",Staten Island,"85","17008","Census Tract 170.08, Staten Island","7162","6057","427","13","0","158","0","0","0","0","0","0","21","40","0","0","0","0","0","0","0","0","0","50","0","156","0","0","0","0","0","0","119","0","0","0","0","121","0","0","0",0.85,0.06,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,"0",0,0,0,0,0.02,0,"0",0,0,0.02,0,0,0,"6"
"72","36085020803",G3600850020803,"85","20803","2010","36",Staten Island,"85","20803","Census Tract 208.03, Staten Island","5700","4868","172","11","0","153","0","20","24","0","0","36","79","0","0","29","0","0","0","0","23","0","146","0","0","59","0","0","0","0","0","50","0","0","0","0","0","30","0","0","0",0.85,0.03,0,0,0.03,0,0,0,0,0,0.01,0.01,0,0,0.01,0,0,0,0,0,0,0.03,0,0,0.01,0,"0",0,0,0,0.01,0,0,"0",0,0,0.01,0,0,0,"4"
"73","36085021300",G3600850021300,"85","21300","2010","36",Staten Island,"85","21300","Census Tract 213, Staten Island","5207","3163","1600","0","0","38","0","10","0","0","0","0","0","63","0","0","0","0","0","0","157","67","0","0","0","0","0","0","0","0","0","0","67","0","0","0","0","11","0","31","0",0.61,0.31,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0,"0",0,0,0,0,0.01,0,"0",0,0,0,0,0.01,0,"3"
"74","36085022300",G3600850022300,"85","22300","2010","36",Staten Island,"85","22300","Census Tract 223, Staten Island","2628","1745","710","0","0","66","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","0",0.66,0.27,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.02,0,"4"
"75","36085022600",G3600850022600,"85","22600","2010","36",Staten Island,"85","22600","Census Tract 226, Staten Island","7699","5880","470","9","0","290","0","14","0","0","0","11","267","35","206","0","0","0","0","0","47","0","0","59","0","186","0","0","0","0","0","0","99","0","0","0","0","126","0","0","0",0.76,0.06,0,0,0.04,0,0,0,0,0,0,0.03,0,0.03,0,0,0,0,0,0.01,0,0,0.01,0,0.02,0,"0",0,0,0,0,0.01,0,"0",0,0,0.02,0,0,0,"7"
"76","36085023100",G3600850023100,"85","23100","2010","36",Staten Island,"85","23100","Census Tract 231, Staten Island","4055","1812","1586","24","25","15","0","21","0","0","0","0","7","0","0","0","0","0","0","0","0","220","36","163","0","0","0","0","0","0","23","17","0","0","0","0","0","0","0","106","0",0.45,0.39,0.01,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0.04,0,0,0,"0",0,0,0.01,0,0,0,"0",0,0,0,0,0.03,0,"5"
"77","36085023900",G3600850023900,"85","23900","2010","36",Staten Island,"85","23900","Census Tract 239, Staten Island","2822","1627","782","0","12","36","0","0","0","0","0","10","25","0","0","0","0","0","0","0","0","84","0","127","0","0","0","0","0","0","0","54","56","0","0","0","0","4","0","5","0",0.58,0.28,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.03,0,0.05,0,0,0,"0",0,0,0,0.02,0.02,0,"0",0,0,0,0,0,0,"6"
"78","36085024700",G3600850024700,"85","24700","2010","36",Staten Island,"85","24700","Census Tract 247, Staten Island","2439","1696","485","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104","13","0","0","0","0","0","0","0","0","29","0","0","0","0","40","0","22","0",0.7,0.2,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0,0,0,"0",0,0,0,0,0.01,0,"0",0,0,0.02,0,0.01,0,"5"
"79","36085024800",G3600850024800,"85","24800","2010","36",Staten Island,"85","24800","Census Tract 248, Staten Island","4757","4129","353","0","0","123","0","0","8","0","0","0","53","0","0","0","0","0","0","0","0","0","38","6","0","0","0","0","0","0","0","0","34","0","0","0","7","6","0","0","0",0.87,0.07,0,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,"0",0,0,0,0,0.01,0,"0",0,0,0,0,0,0,"3"
"80","36085025100",G3600850025100,"85","25100","2010","36",Staten Island,"85","25100","Census Tract 251, Staten Island","5149","4246","226","0","0","205","0","13","0","0","0","0","0","84","36","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","32","165","0","0","0",0.82,0.04,0,0,0.04,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0.03,0,0,0,"0",0,0,0,0,0,0,"0",0,0.01,0.03,0,0,0,"6"
"81","36085027301",G3600850027301,"85","27301","2010","36",Staten Island,"85","27301","Census Tract 273.01, Staten Island","3631","2286","366","0","0","68","0","0","9","22","0","0","383","0","0","0","0","0","0","0","0","12","86","266","0","43","0","0","0","0","0","55","0","0","0","0","0","0","9","26","0",0.63,0.1,0,0,0.02,0,0,0,0.01,0,0,0.11,0,0,0,0,0,0,0,0,0,0.02,0.07,0,0.01,0,"0",0,0,0,0.02,0,0,"0",0,0,0,0,0.01,0,"7"
"82","36085027302",G3600850027302,"85","27302","2010","36",Staten Island,"85","27302","Census Tract 273.02, Staten Island","4068","2507","138","0","0","127","0","0","20","0","22","3","31","0","0","216","0","0","26","55","83","58","70","42","0","149","0","0","0","0","20","119","0","0","0","0","1","0","381","0","0",0.62,0.03,0,0,0.03,0,0,0,0,0.01,0,0.01,0,0,0.05,0,0,0.01,0.01,0.02,0.01,0.02,0.01,0,0.04,0,"0",0,0,0,0.03,0,0,"0",0,0,0,0.09,0,0,"9"
"83","36085030301",G3600850030301,"85","30301","2010","36",Staten Island,"85","30301","Census Tract 303.01, Staten Island","5042","3042","601","46","0","177","23","0","0","0","0","32","10","27","32","0","0","0","0","50","0","300","375","43","0","0","0","0","0","0","0","52","25","0","0","0","0","155","8","44","0",0.6,0.12,0.01,0,0.04,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0,0,0.01,0,0.06,0.07,0.01,0,0,0,"0",0,0,0,0.01,0,0,"0",0,0,0.03,0,0.01,0,"6"
"84","36085027702",G3600850027702,"85","27702","2010","36",Staten Island,"85","27702","Census Tract 277.02, Staten Island","6020","3758","336","16","13","223","0","0","0","0","0","0","323","173","0","31","0","0","0","30","15","0","83","108","0","413","0","0","0","0","35","32","151","0","0","0","0","202","78","0","0",0.62,0.06,0,0,0.04,0,0,0,0,0,0,0.05,0.03,0,0.01,0,0,0,0,0,0,0.01,0.02,0,0.07,0,"0",0,0,0.01,0.01,0.03,0,"0",0,0,0.03,0.01,0,0,"9"
"85","36085027900",G3600850027900,"85","27900","2010","36",Staten Island,"85","27900","Census Tract 279, Staten Island","2243","1585","61","30","0","158","0","9","0","0","6","0","166","152","0","9","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","24","4","0","0",0.71,0.03,0.01,0,0.07,0,0,0,0,0,0,0.07,0.07,0,0,0,0,0,0,0,0,0,0.02,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.01,0,0,0,"6"
"86","36085017005",G3600850017005,"85","17005","2010","36",Staten Island,"85","17005","Census Tract 170.05, Staten Island","4060","3463","31","0","0","123","0","9","9","0","0","0","254","0","0","0","0","0","8","0","0","0","50","32","10","0","0","0","0","0","0","0","0","30","0","0","0","41","0","0","0",0.85,0.01,0,0,0.03,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,"0",0,0,0,0,0,0.01,"0",0,0,0.01,0,0,0,"3"
"87","36085029102",G3600850029102,"85","29102","2010","36",Staten Island,"85","29102","Census Tract 291.02, Staten Island","2280","1911","341","15","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0",0.84,0.15,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"2"
"88","36085031901",G3600850031901,"85","31901","2010","36",Staten Island,"85","31901","Census Tract 319.01, Staten Island","3379","2437","483","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","69","0","0","0","0","0","0","0","0","13","0","0","0","0","112","0","216","0",0.72,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.03,0,0.06,0,"5"
"89","36085031902",G3600850031902,"85","31902","2010","36",Staten Island,"85","31902","Census Tract 319.02, Staten Island","3714","2669","818","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","207","0",0.72,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.06,0,"3"
"90","36085032300",G3600850032300,"85","32300","2010","36",Staten Island,"85","32300","Census Tract 323, Staten Island","1282","794","379","0","5","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","48","0",0.62,0.3,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,"0",0,0,0,0,0.02,0,"0",0,0,0,0,0.04,0,"5"
"91","36085013203",G3600850013203,"85","13203","2010","36",Staten Island,"85","13203","Census Tract 132.03, Staten Island","4837","4085","228","0","0","72","0","0","0","0","0","0","202","13","0","0","0","0","0","0","46","0","59","119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0",0.84,0.05,0,0,0.01,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.01,0,0.01,0.02,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"4"
"92","36085017007",G3600850017007,"85","17007","2010","36",Staten Island,"85","17007","Census Tract 170.07, Staten Island","4142","2559","276","6","0","29","7","8","0","0","0","0","499","82","0","0","0","0","0","0","0","0","0","327","0","60","0","0","0","0","0","56","22","0","0","0","0","211","0","0","0",0.62,0.07,0,0,0.01,0,0,0,0,0,0,0.12,0.02,0,0,0,0,0,0,0,0,0,0.08,0,0.01,0,"0",0,0,0,0.01,0.01,0,"0",0,0,0.05,0,0,0,"6"
"93","36085029104",G3600850029104,"85","29104","2010","36",Staten Island,"85","29104","Census Tract 291.04, Staten Island","5956","4057","293","36","0","143","0","13","0","0","0","191","61","325","0","0","0","10","0","0","0","0","81","140","0","99","44","0","0","0","0","34","125","0","0","0","0","295","9","0","0",0.68,0.05,0.01,0,0.02,0,0,0,0,0,0.03,0.01,0.05,0,0,0,0,0,0,0,0,0.01,0.02,0,0.02,0.01,"0",0,0,0,0.01,0.02,0,"0",0,0,0.05,0,0,0,"9"
"94","36085029103",G3600850029103,"85","29103","2010","36",Staten Island,"85","29103","Census Tract 291.03, Staten Island","7694","5755","122","0","0","337","0","0","14","0","0","54","0","60","73","0","0","0","0","39","0","114","148","281","0","105","0","0","0","0","0","97","28","0","0","0","10","411","31","0","15",0.75,0.02,0,0,0.04,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0,0,0.01,0,0.01,0.02,0.04,0,0.01,0,"0",0,0,0,0.01,0,0,"0",0,0,0.05,0,0,0,"6"
"95","36085014604",G3600850014604,"85","14604","2010","36",Staten Island,"85","14604","Census Tract 146.04, Staten Island","6200","4879","247","38","0","327","0","0","15","0","0","54","74","45","14","108","0","0","0","0","215","0","172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0",0.79,0.04,0.01,0,0.05,0,0,0,0,0,0.01,0.01,0.01,0,0.02,0,0,0,0,0.03,0,0.03,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"6"
"96","36085017009",G3600850017009,"85","17009","2010","36",Staten Island,"85","17009","Census Tract 170.09, Staten Island","4037","3420","92","0","0","399","0","0","0","0","0","0","8","18","0","0","0","0","0","0","0","0","0","17","0","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.85,0.02,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"4"
"97","36085022800",G3600850022800,"85","22800","2010","36",Staten Island,"85","22800","Census Tract 228, Staten Island","211","196","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.93,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"2"
"98","36085024401",G3600850024401,"85","24401","2010","36",Staten Island,"85","24401","Census Tract 244.01, Staten Island","5336","4715","69","50","0","164","0","0","0","0","11","0","249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","63","0","0","0",0.88,0.01,0.01,0,0.03,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.01,0,0,0,"3"
"99","36085024402",G3600850024402,"85","24402","2010","36",Staten Island,"85","24402","Census Tract 244.02, Staten Island","3707","3243","9","0","0","223","0","0","0","0","0","0","110","0","0","89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0","0","0","0","0",0.87,0,0,0,0.06,0,0,0,0,0,0,0.03,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0.01,0,"0",0,0,0,0,0,0,"4"
"100","36085027705",G3600850027705,"85","27705","2010","36",Staten Island,"85","27705","Census Tract 277.05, Staten Island","5177","2569","340","0","0","292","0","12","0","0","0","118","167","0","121","102","0","0","0","41","0","0","15","462","0","601","0","0","0","0","0","162","14","0","0","0","41","82","38","0","0",0.5,0.07,0,0,0.06,0,0,0,0,0,0.02,0.03,0,0.02,0.02,0,0,0,0.01,0,0,0,0.09,0,0.12,0,"0",0,0,0,0.03,0,0,"0",0,0.01,0.02,0.01,0,0,"11"
"101","36085027706",G3600850027706,"85","27706","2010","36",Staten Island,"85","27706","Census Tract 277.06, Staten Island","3007","1793","137","0","0","120","0","12","0","0","0","0","104","0","0","0","0","0","0","0","76","0","0","132","0","335","0","0","0","0","0","0","72","0","0","0","0","11","215","0","0",0.6,0.05,0,0,0.04,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,0,0.04,0,0.11,0,"0",0,0,0,0,0.02,0,"0",0,0,0,0.07,0,0,"9"
"102","36085990100",G3600850990100,"85","990100","2010","36",Staten Island,"85","990100","Census Tract 9901, Staten Island","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"0"
"103","36085006700",G3600850006700,"85","6700","2010","36",Staten Island,"85","6700","Census Tract 67, Staten Island","2525","2121","155","38","0","87","0","22","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","10","0",0.84,0.06,0.02,0,0.03,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.01,0,0,0,"4"
"104","36085018100",G3600850018100,"85","18100","2010","36",Staten Island,"85","18100","Census Tract 181, Staten Island","2964","2439","87","9","0","101","0","0","9","0","0","0","68","26","0","0","0","0","0","0","0","15","78","84","0","9","0","0","0","0","0","29","10","0","0","0","0","0","0","0","0",0.82,0.03,0,0,0.03,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0.01,0.03,0.03,0,0,0,"0",0,0,0,0.01,0,0,"0",0,0,0,0,0,0,"6"
"105","36085019800",G3600850019800,"85","19800","2010","36",Staten Island,"85","19800","Census Tract 198, Staten Island","6162","4305","263","17","0","273","0","0","0","0","29","11","821","0","0","0","0","0","0","0","0","0","121","63","0","47","0","0","0","0","0","53","135","0","0","0","0","24","0","0","0",0.7,0.04,0,0,0.04,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0.01,0,"0",0,0,0,0.01,0.02,0,"0",0,0,0,0,0,0,"6"
"106","36085012805",G3600850012805,"85","12805","2010","36",Staten Island,"85","12805","Census Tract 128.05, Staten Island","2979","2268","136","0","0","274","0","0","0","0","0","26","150","0","0","0","0","0","0","0","0","0","0","125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.76,0.05,0,0,0.09,0,0,0,0,0,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"5"
"107","36085012806",G3600850012806,"85","12806","2010","36",Staten Island,"85","12806","Census Tract 128.06, Staten Island","5989","4295","243","16","0","166","0","0","0","0","0","0","874","0","75","0","0","0","0","0","0","0","109","35","0","0","0","0","0","0","0","9","24","0","0","0","0","143","0","0","0",0.72,0.04,0,0,0.03,0,0,0,0,0,0,0.15,0,0.01,0,0,0,0,0,0,0,0.02,0.01,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.02,0,0,0,"6"
